neighborhood,property_type,accommodates,bathrooms,bedrooms,price,cleaning_fee,rating,superhost,response_time,latitude,longitude
Columbia Heights,Apartment,2,1.0,0,109,0,,No,,38.92564,-77.03582
Columbia Heights,Apartment,3,1.0,1,110,65,100.0,No,,38.92384000000001,-77.03026
Shaw,Apartment,8,2.0,2,299,185,91.0,No,within an hour,38.91263,-77.03324
Columbia Heights,Apartment,2,1.0,0,79,60,95.0,No,,38.92332,-77.03558000000002
Edgewood,Apartment,3,1.0,1,100,0,100.0,No,,38.92914,-77.00539
Union Station,Apartment,3,1.0,1,125,25,95.0,No,,38.89815,-76.98979
Union Station,Townhouse,2,1.5,1,79,35,94.0,Yes,within a few hours,38.90281,-77.00261
Dupont Circle,House,2,4.0,1,75,20,100.0,No,,38.9118,-77.04609
Union Station,Apartment,3,1.0,0,115,40,99.0,No,within a few hours,38.89591,-76.9743
Dupont Circle,Apartment,3,1.0,1,150,60,90.0,No,,38.91784000000001,-77.03803
Capitol Hill,House,9,2.0,4,300,105,99.0,No,,38.88853,-76.98535
Edgewood,Apartment,6,1.0,2,89,75,90.0,No,within an hour,38.91705,-77.0121
Union Station,House,2,1.0,1,82,6,96.0,Yes,within an hour,38.89562,-76.99759
Edgewood,Apartment,6,1.0,1,88,0,95.0,No,,38.91902,-77.00025
Columbia Heights,Apartment,2,1.0,1,89,50,96.0,No,within an hour,38.92059,-77.03407
Kalorama Heights,Apartment,2,1.0,1,40,0,,No,,38.91658,-77.0442
Capitol Hill,Condominium,4,1.0,2,125,75,96.0,Yes,within an hour,38.88135,-76.98569
Columbia Heights,Apartment,2,1.0,1,75,0,94.0,No,within a day,38.9329,-77.04386
Brightwood Park,Apartment,1,2.0,1,39,20,90.0,No,within an hour,38.93669000000001,-77.0236
Brightwood Park,House,1,2.5,1,35,20,77.0,No,within an hour,38.93823,-77.02386
Capitol Hill,Apartment,1,1.0,1,115,100,95.0,No,within a few hours,38.88414,-76.99288
Kalorama Heights,Apartment,4,2.0,2,121,200,96.0,No,,38.92274000000001,-77.04569000000002
Union Station,Apartment,4,1.0,1,120,75,92.0,No,within a few hours,38.89561,-76.98935
Dupont Circle,Apartment,2,1.0,0,125,25,,No,,38.90588,-77.04642
Capitol Hill,Townhouse,3,1.0,2,140,80,99.0,No,within a few hours,38.88939,-77.00234
Columbia Heights,Apartment,6,1.0,1,99,65,98.0,Yes,within an hour,38.92946,-77.03826
Columbia Heights,Apartment,4,1.0,1,106,20,98.0,No,,38.9286,-77.02923
Kalorama Heights,Apartment,3,2.0,2,150,0,,No,,38.92151,-77.03928
Brightwood Park,House,2,2.5,1,75,50,99.0,No,,38.94571,-77.03707
Dupont Circle,Apartment,2,1.0,1,145,65,99.0,Yes,within an hour,38.91466,-77.04146
Edgewood,Apartment,2,1.0,1,105,50,95.0,Yes,,38.91164000000001,-77.00846999999997
Kalorama Heights,Apartment,2,1.0,1,58,30,95.0,No,within a day,38.92677,-77.03969000000002
Kalorama Heights,Apartment,2,1.0,1,51,35,,No,within a day,38.92672,-77.04019
Union Station,Condominium,6,2.5,3,244,125,100.0,No,,38.90068,-77.00222
Brightwood Park,Apartment,2,1.0,1,69,0,80.0,No,,38.93851,-77.0244
Edgewood,Apartment,4,1.0,1,174,36,99.0,Yes,within an hour,38.9106,-77.00662
Shaw,Apartment,5,1.0,1,159,120,95.0,No,within an hour,38.90593,-77.02447
Dupont Circle,Apartment,2,1.0,1,238,75,97.0,Yes,within an hour,38.91502,-77.04245
Columbia Heights,Apartment,4,1.0,1,250,0,88.0,No,,38.9357,-77.03226
Brightwood Park,Apartment,3,1.0,1,275,25,94.0,No,,38.93991,-77.02716
Dupont Circle,Apartment,3,1.0,1,95,75,98.0,No,,38.91418,-77.04571999999997
Edgewood,Apartment,2,1.0,0,115,0,98.0,Yes,within a day,38.91552,-77.01035
Shaw,House,4,2.5,2,175,40,100.0,No,,38.91284,-77.02025
Kalorama Heights,House,4,1.5,1,95,195,98.0,Yes,within an hour,38.91469,-77.04663000000002
Union Station,Apartment,2,1.0,1,135,50,100.0,No,within a few hours,38.8938,-77.00294
Shaw,Apartment,4,1.0,2,175,80,95.0,No,within an hour,38.9105,-77.02167
Dupont Circle,Townhouse,2,2.5,1,99,70,89.0,No,within an hour,38.91435,-77.04064
Kalorama Heights,Apartment,3,1.0,1,110,75,89.0,No,within a few hours,38.92219,-77.04587
Brightwood Park,House,4,1.0,1,99,60,89.0,No,within an hour,38.93923,-77.03027
Capitol Hill,Townhouse,2,1.0,2,225,0,99.0,Yes,within a few hours,38.88306,-76.97872
Capitol Hill,Apartment,5,1.5,2,139,50,98.0,Yes,within an hour,38.89093,-76.9932
Dupont Circle,House,2,1.0,1,107,0,98.0,No,,38.91805,-77.04
Columbia Heights,House,4,1.5,2,185,50,90.0,No,within a day,38.9335,-77.03911
Kalorama Heights,House,1,1.0,1,50,0,,No,,38.92098,-77.0447
Dupont Circle,Apartment,2,1.0,1,139,60,99.0,Yes,within an hour,38.91392000000001,-77.04083
Columbia Heights,Townhouse,3,1.0,1,90,20,87.0,No,within an hour,38.92902,-77.0181
Edgewood,House,4,1.0,1,278,0,90.0,No,,38.91393,-77.01058
Capitol Hill,House,4,1.5,2,249,95,100.0,Yes,within an hour,38.88155,-76.99699
Edgewood,House,2,1.0,1,85,45,97.0,Yes,within a few hours,38.92229,-77.00216999999998
Columbia Heights,Apartment,3,1.0,1,135,0,94.0,No,,38.92321,-77.03617
Columbia Heights,House,2,1.0,1,85,30,100.0,No,,38.93152,-77.02017
Capitol Hill,Apartment,2,1.0,1,100,120,100.0,Yes,,38.89,-76.99493000000002
Columbia Heights,Apartment,2,1.0,0,120,50,95.0,No,,38.937,-77.03311
Edgewood,Townhouse,1,1.5,1,49,20,90.0,No,within an hour,38.90612,-77.01328000000002
Dupont Circle,Townhouse,2,2.5,1,100,70,91.0,No,within an hour,38.91435,-77.04064
Brightwood Park,House,6,2.0,3,125,125,100.0,No,,38.95068,-77.02036
Shaw,Apartment,2,1.0,1,110,40,97.0,Yes,within an hour,38.91052,-77.02296
Kalorama Heights,Apartment,3,1.0,1,70,20,98.0,No,,38.92479,-77.04241
Kalorama Heights,Condominium,2,1.0,1,99,0,95.0,No,,38.92401,-77.04375999999998
Brightwood Park,House,2,1.0,1,65,20,98.0,Yes,within a day,38.94019,-77.01847
Edgewood,Apartment,4,1.0,1,150,80,97.0,Yes,within an hour,38.91138,-77.00646
Dupont Circle,Apartment,3,1.0,1,160,59,95.0,No,within an hour,38.91247,-77.03732
Edgewood,Townhouse,2,1.0,1,89,10,98.0,No,within a few hours,38.91706,-77.00729
Columbia Heights,Apartment,2,1.0,1,100,10,96.0,No,within an hour,38.92826,-77.0344
Columbia Heights,Apartment,5,2.0,2,99,95,97.0,Yes,within an hour,38.93654,-77.03087
Shaw,Apartment,3,1.0,1,135,50,94.0,No,,38.90666,-77.02705
Shaw,Apartment,9,3.0,3,274,80,98.0,Yes,within an hour,38.91164000000001,-77.02219000000002
Capitol Hill,Townhouse,6,1.0,1,150,75,99.0,Yes,within an hour,38.88213,-77.00152
Capitol Hill,House,2,1.0,1,90,10,97.0,No,a few days or more,38.8829,-76.97822
Dupont Circle,Townhouse,1,2.5,1,60,70,95.0,No,within an hour,38.91418,-77.03863
Dupont Circle,House,1,1.5,1,74,0,89.0,No,,38.91521,-77.03839
Capitol Hill,Apartment,6,1.0,1,160,30,97.0,Yes,within an hour,38.88498,-76.99987
Dupont Circle,Apartment,4,1.0,1,141,81,95.0,No,within an hour,38.91536,-77.04295
Columbia Heights,Apartment,2,1.0,1,90,50,95.0,No,,38.93408,-77.03036999999998
Capitol Hill,Apartment,2,1.0,0,105,40,97.0,No,within an hour,38.88611,-76.9949
Shaw,House,2,1.0,0,110,50,100.0,Yes,within an hour,38.90976,-77.02951
Columbia Heights,Apartment,6,2.0,2,155,115,98.0,Yes,within an hour,38.92732,-77.03076999999998
Dupont Circle,Townhouse,1,2.5,1,80,70,89.0,No,within an hour,38.91435,-77.04064
Columbia Heights,Apartment,2,1.0,1,85,95,96.0,Yes,within an hour,38.9361,-77.04174
Columbia Heights,House,4,1.0,1,141,100,91.0,No,,38.92131,-77.02813
Columbia Heights,Apartment,1,1.0,1,103,55,98.0,Yes,within a few hours,38.92834000000001,-77.02424
Brightwood Park,Condominium,2,1.0,1,185,95,90.0,No,within a few hours,38.9403,-77.03401
Brightwood Park,House,6,2.5,3,225,60,95.0,No,,38.94733,-77.02486
Union Station,Apartment,4,2.5,2,95,50,100.0,No,,38.8983,-76.98468000000003
Dupont Circle,House,4,1.5,2,150,125,96.0,Yes,within an hour,38.91119000000001,-77.04964
Edgewood,Apartment,4,1.0,2,89,0,97.0,Yes,within a few hours,38.92257,-77.00184
Brightwood Park,Townhouse,1,1.0,1,60,0,96.0,Yes,a few days or more,38.94289000000001,-77.03485
Capitol Hill,House,1,1.0,1,85,0,97.0,Yes,within a few hours,38.88647,-76.99423
Capitol Hill,Apartment,4,1.0,1,125,75,96.0,Yes,within an hour,38.88711,-76.98685
Kalorama Heights,Apartment,1,1.0,1,60,45,98.0,No,,38.92531,-77.04465
Capitol Hill,Townhouse,7,2.0,3,209,125,100.0,No,,38.8829,-76.99679
Kalorama Heights,Apartment,4,1.0,1,125,35,98.0,No,,38.9244,-77.0434
Union Station,House,2,1.0,1,40,40,100.0,No,,38.90208,-76.99056
Capitol Hill,House,10,3.5,4,375,195,99.0,No,within an hour,38.88508,-76.99443000000002
Edgewood,House,4,1.0,1,150,110,99.0,Yes,within an hour,38.91644,-77.01186
Dupont Circle,Apartment,1,2.0,1,100,0,95.0,No,,38.91507,-77.03814
Kalorama Heights,Condominium,5,1.5,2,174,30,99.0,No,,38.92377000000001,-77.04424
Union Station,Apartment,4,1.0,1,151,45,88.0,No,within an hour,38.90185,-77.00315
Union Station,Apartment,4,1.0,1,165,65,99.0,Yes,within an hour,38.89865,-77.00178000000002
Columbia Heights,Apartment,3,1.0,1,85,0,96.0,No,,38.92775,-77.03989
Union Station,Townhouse,8,2.0,3,224,125,96.0,Yes,within an hour,38.90425,-76.99658000000002
Capitol Hill,Apartment,4,1.0,1,165,110,95.0,Yes,within an hour,38.89034,-77.00329
Capitol Hill,Townhouse,4,1.0,1,195,110,100.0,Yes,within an hour,38.89053,-77.00139
Kalorama Heights,Apartment,4,1.0,2,122,65,97.0,No,within an hour,38.92457,-77.04653
Columbia Heights,Apartment,4,1.0,1,105,100,97.0,No,within an hour,38.92931,-77.04132
Capitol Hill,Apartment,5,1.0,1,169,100,94.0,Yes,within a few hours,38.89162,-76.99954
Dupont Circle,Apartment,2,1.0,0,135,50,99.0,Yes,within an hour,38.91502,-77.04245
Columbia Heights,Condominium,3,1.0,1,119,59,97.0,Yes,within an hour,38.93107,-77.02811
Columbia Heights,Townhouse,4,2.0,2,65,25,97.0,Yes,within a few hours,38.92316,-77.02845
Capitol Hill,Condominium,2,1.0,1,180,50,90.0,No,within an hour,38.88685,-77.00064
Edgewood,Apartment,4,1.0,1,82,0,60.0,No,,38.91449,-77.01156
Edgewood,Apartment,4,1.0,2,200,0,,No,,38.91522,-77.00657
Edgewood,Apartment,2,1.0,1,150,0,,No,,38.91499,-77.00823000000003
Capitol Hill,House,4,1.0,2,239,100,99.0,Yes,within an hour,38.88209000000001,-76.99625
Kalorama Heights,Apartment,4,1.0,1,108,20,94.0,No,within an hour,38.92566,-77.04388
Kalorama Heights,Apartment,4,2.0,2,139,70,,No,,38.92465,-77.03990999999998
Kalorama Heights,Apartment,2,1.0,1,83,30,98.0,No,,38.92145,-77.04507
Brightwood Park,House,2,1.0,1,65,20,96.0,No,,38.9405,-77.03284000000002
Dupont Circle,House,1,1.5,1,60,0,87.0,No,,38.91712,-77.04028000000002
Shaw,House,4,1.0,1,150,100,83.0,No,within an hour,38.91249000000001,-77.02486999999998
Edgewood,House,2,1.0,1,72,55,98.0,Yes,within an hour,38.90994,-77.01174
Edgewood,Apartment,3,1.0,1,102,75,94.0,Yes,within an hour,38.91003,-77.01104000000002
Columbia Heights,Apartment,2,1.0,1,95,0,87.0,No,,38.9206,-77.03387
Capitol Hill,House,8,2.5,4,350,150,100.0,No,,38.87931,-76.98227
Columbia Heights,House,3,1.0,1,120,65,99.0,Yes,within a few hours,38.93213,-77.0362
Columbia Heights,Apartment,2,1.0,1,95,0,98.0,No,,38.93142,-77.03796
Columbia Heights,Apartment,2,1.0,0,69,29,,No,,38.93348,-77.03845
Columbia Heights,Apartment,4,1.0,1,125,75,94.0,No,within a few hours,38.93559000000001,-77.04223
Union Station,Townhouse,4,1.5,2,145,40,95.0,No,,38.90115,-77.00301
Brightwood Park,Townhouse,5,2.5,2,165,15,90.0,No,,38.95396,-77.02864
Capitol Hill,House,4,1.0,1,119,85,96.0,No,within an hour,38.88764000000001,-76.98943
Edgewood,House,1,8.0,1,48,0,,No,a few days or more,38.90633,-77.01404000000002
Union Station,House,6,2.5,3,199,50,100.0,No,,38.89816,-76.9998
Capitol Hill,Apartment,2,1.0,1,99,60,99.0,Yes,within an hour,38.88465,-77.00013
Edgewood,House,4,1.0,2,400,100,,No,,38.93006,-76.99545
Capitol Hill,House,5,1.5,3,375,75,100.0,No,,38.88613,-76.99342
Capitol Hill,Apartment,4,1.0,1,120,100,100.0,No,within an hour,38.88392,-76.99656
Capitol Hill,House,2,1.0,1,120,45,98.0,Yes,within a few hours,38.88797,-76.99956999999998
Kalorama Heights,Apartment,3,1.0,1,89,0,,No,,38.9222,-77.03756
Capitol Hill,Apartment,2,1.0,1,55,0,98.0,No,within a day,38.88634,-76.98113000000002
Brightwood Park,House,16,3.5,4,285,125,92.0,No,within an hour,38.94961,-77.02265
Edgewood,Apartment,2,1.0,1,114,40,98.0,Yes,within a day,38.93147,-76.9952
Columbia Heights,Apartment,3,2.5,2,139,75,100.0,No,,38.92611,-77.03308
Edgewood,Apartment,4,1.0,1,73,88,93.0,Yes,,38.91289,-77.01061999999997
Dupont Circle,Apartment,1,1.0,1,95,20,80.0,No,,38.91447,-77.03911
Capitol Hill,Apartment,4,1.0,1,85,40,99.0,Yes,within an hour,38.88234,-76.99283
Capitol Hill,Apartment,6,2.0,2,350,155,95.0,No,within an hour,38.89036,-76.99971
Union Station,Apartment,2,1.0,1,211,0,99.0,Yes,within an hour,38.89453,-76.99797
Union Station,Townhouse,5,1.5,2,300,125,,No,,38.89413,-76.99776
Dupont Circle,Apartment,3,1.0,1,200,40,100.0,No,within an hour,38.91827,-77.03566
Kalorama Heights,Apartment,2,1.0,1,75,0,98.0,No,within an hour,38.92391,-77.04553
Edgewood,Apartment,3,1.0,1,89,100,98.0,Yes,within an hour,38.9115,-77.00981999999998
Union Station,Apartment,2,1.0,1,80,0,,No,,38.89502,-76.98901
Capitol Hill,Apartment,4,1.0,1,120,100,100.0,No,within an hour,38.88366,-76.99489
Dupont Circle,House,2,1.0,1,95,45,93.0,No,within an hour,38.91651,-77.04051
Capitol Hill,Apartment,2,1.0,1,110,65,97.0,No,,38.88086,-76.98657
Edgewood,Condominium,2,1.0,1,49,50,100.0,Yes,,38.9277,-77.00735999999998
Edgewood,House,4,1.0,1,139,50,96.0,Yes,within a day,38.91752,-77.00443
Brightwood Park,Apartment,1,1.0,1,88,100,100.0,No,,38.95867,-77.02931
Shaw,Apartment,4,1.0,1,127,50,96.0,Yes,within a day,38.91252,-77.02909
Capitol Hill,Apartment,6,1.0,2,250,100,,No,within an hour,38.88219,-76.99537
Dupont Circle,Apartment,6,2.0,2,220,125,94.0,Yes,within an hour,38.91702,-77.03525
Kalorama Heights,Apartment,2,1.0,1,109,40,99.0,Yes,within an hour,38.92252,-77.04558
Dupont Circle,Apartment,6,1.0,2,200,95,90.0,No,within an hour,38.91435,-77.04064
Edgewood,Townhouse,8,1.5,4,249,0,94.0,No,within an hour,38.91493,-77.00236
Kalorama Heights,House,4,1.5,1,95,195,97.0,Yes,within an hour,38.91652,-77.04224
Union Station,Townhouse,1,1.0,1,65,25,96.0,Yes,within an hour,38.89936,-76.9865
Columbia Heights,Apartment,6,1.0,2,166,95,95.0,No,within an hour,38.9303,-77.0422
Union Station,House,2,1.0,0,85,0,97.0,Yes,within an hour,38.89685,-76.98625
Shaw,Townhouse,5,1.0,2,275,80,99.0,Yes,within an hour,38.90698,-77.02728
Capitol Hill,House,1,1.0,1,85,0,99.0,Yes,within a few hours,38.88766,-76.99614
Union Station,Townhouse,6,1.0,3,128,37,91.0,No,,38.89647,-76.98029
Edgewood,Apartment,6,2.0,2,110,95,97.0,Yes,within an hour,38.91214,-77.00796
Columbia Heights,Apartment,2,1.0,1,90,20,,No,,38.92405,-77.02815
Kalorama Heights,Apartment,1,1.0,1,100,150,,No,,38.91687,-77.0443
Shaw,Apartment,2,1.0,1,105,0,100.0,No,,38.91215,-77.03429
Kalorama Heights,Apartment,5,1.0,2,180,75,97.0,Yes,within an hour,38.92174,-77.04526
Union Station,House,2,1.5,1,80,20,98.0,Yes,within a few hours,38.89549,-77.00106
Edgewood,Townhouse,8,2.5,3,315,108,95.0,Yes,within an hour,38.91236,-77.0141
Union Station,Apartment,2,1.0,0,90,70,93.0,No,within an hour,38.89828,-76.98403
Shaw,Apartment,4,1.0,1,149,85,98.0,Yes,within an hour,38.91172,-77.02926
Dupont Circle,Apartment,2,1.0,1,100,30,,No,,38.90642,-77.04505
Kalorama Heights,Apartment,2,1.0,1,120,0,,No,,38.91785,-77.04823
Brightwood Park,Apartment,2,1.0,1,100,20,99.0,Yes,within an hour,38.94376,-77.03976999999998
Edgewood,Apartment,3,1.0,1,103,70,99.0,Yes,within an hour,38.92446,-76.99772
Brightwood Park,Apartment,2,1.0,0,70,125,95.0,No,within a day,38.9404,-77.01498000000002
Columbia Heights,Apartment,2,1.0,1,115,25,94.0,No,within a few hours,38.93103,-77.02826
Capitol Hill,House,4,1.0,1,160,60,95.0,No,,38.8858,-76.99854
Shaw,Townhouse,2,1.0,0,110,60,97.0,Yes,within an hour,38.90973,-77.02044000000002
Edgewood,Townhouse,3,1.0,1,65,50,96.0,Yes,within an hour,38.91542000000001,-77.01334
Union Station,Apartment,2,1.0,1,110,0,99.0,Yes,within a few hours,38.89701,-76.98822
Edgewood,Apartment,4,1.0,2,100,0,92.0,No,,38.91005,-77.00482
Edgewood,Townhouse,2,1.0,1,60,40,99.0,Yes,within an hour,38.91771,-77.01098
Columbia Heights,Apartment,2,1.0,0,100,0,,No,,38.93269,-77.03844000000002
Dupont Circle,Apartment,3,1.0,0,152,80,99.0,Yes,within an hour,38.9082,-77.04765
Dupont Circle,House,2,1.0,1,100,0,94.0,No,within an hour,38.90775,-77.0437
Dupont Circle,House,2,1.0,1,100,0,92.0,No,within an hour,38.90775,-77.0437
Dupont Circle,House,2,1.0,1,100,0,91.0,No,within an hour,38.90775,-77.0437
Dupont Circle,House,2,0.0,1,80,0,94.0,No,within an hour,38.90775,-77.0437
Dupont Circle,House,2,0.0,1,80,0,92.0,No,within an hour,38.90775,-77.0437
Dupont Circle,House,1,0.0,1,95,0,91.0,No,within an hour,38.90775,-77.0437
Dupont Circle,House,2,1.0,1,90,0,92.0,No,within an hour,38.90775,-77.0437
Capitol Hill,Apartment,2,1.0,1,119,0,,No,,38.8861,-77.00133000000002
Shaw,Apartment,3,1.0,1,130,40,97.0,Yes,within an hour,38.91109,-77.02116
Capitol Hill,Apartment,2,1.0,1,120,25,98.0,No,within a day,38.88217,-76.98191
Shaw,Apartment,3,1.0,1,130,40,95.0,Yes,within an hour,38.91179,-77.02152
Capitol Hill,Apartment,3,1.0,1,125,45,96.0,No,,38.88294000000001,-77.00017
Capitol Hill,House,9,1.5,3,450,200,93.0,No,within an hour,38.88605,-77.00036
Union Station,House,2,1.0,1,175,95,99.0,No,,38.89247,-76.98642
Edgewood,House,2,1.0,1,120,0,97.0,Yes,within a day,38.90924,-77.01325
Union Station,Townhouse,6,2.5,3,315,150,97.0,Yes,within an hour,38.89795,-77.00109
Capitol Hill,Apartment,2,1.0,1,125,0,90.0,No,,38.88743,-76.9993
Dupont Circle,Apartment,4,1.0,2,129,80,95.0,No,,38.91211,-77.03758
Dupont Circle,Apartment,2,1.0,1,94,30,80.0,No,,38.91394,-77.04160999999998
Kalorama Heights,Apartment,3,1.0,0,80,0,88.0,No,,38.92565,-77.04068000000002
Columbia Heights,House,4,2.0,2,149,0,91.0,No,,38.92987,-77.02011
Dupont Circle,Apartment,2,1.0,1,199,0,93.0,No,,38.91408,-77.04279
Shaw,Apartment,5,1.0,1,109,45,99.0,Yes,within an hour,38.91189,-77.02134000000002
Columbia Heights,Condominium,2,1.0,0,110,90,97.0,No,within a day,38.93134000000001,-77.03584000000002
Shaw,Apartment,2,1.0,1,130,20,93.0,No,,38.90669000000001,-77.03341
Columbia Heights,Apartment,4,1.0,1,125,78,98.0,Yes,within an hour,38.92947,-77.02858
Dupont Circle,Apartment,2,1.0,1,99,10,80.0,No,within an hour,38.91081,-77.04471
Capitol Hill,Townhouse,6,1.0,2,225,150,98.0,Yes,within an hour,38.88762,-77.0024
Brightwood Park,Apartment,1,1.0,1,100,0,100.0,No,,38.9365,-77.02556
Columbia Heights,Apartment,2,1.0,1,90,30,98.0,No,within a day,38.93351,-77.04635999999998
Capitol Hill,Apartment,3,1.0,1,170,50,99.0,Yes,within an hour,38.88804,-76.99201
Shaw,Townhouse,5,1.0,1,94,20,93.0,No,within an hour,38.90956,-77.03107
Union Station,Townhouse,6,2.5,3,318,150,99.0,Yes,within an hour,38.9016,-77.00028
Columbia Heights,Apartment,2,1.0,1,180,20,100.0,No,,38.92989,-77.03138
Columbia Heights,Apartment,2,1.0,1,78,10,100.0,No,,38.93567,-77.03294
Edgewood,Townhouse,4,1.0,1,90,20,99.0,Yes,within a few hours,38.92197,-77.00174
Kalorama Heights,Apartment,2,1.0,0,100,0,95.0,No,,38.9256,-77.04422
Kalorama Heights,Apartment,2,1.0,1,99,0,,No,,38.92512,-77.03743
Edgewood,House,1,1.0,1,88,0,,No,,38.91682,-77.00506999999998
Kalorama Heights,Apartment,2,1.5,1,250,500,90.0,No,,38.92225,-77.04284
Columbia Heights,Apartment,3,1.0,1,95,20,93.0,No,,38.92253,-77.02765
Kalorama Heights,Condominium,3,1.0,1,135,53,89.0,No,within an hour,38.92636,-77.04202
Dupont Circle,Apartment,2,1.0,1,145,20,100.0,No,,38.91482,-77.04229000000002
Columbia Heights,Apartment,2,1.0,1,87,0,87.0,No,,38.93402,-77.03511
Dupont Circle,House,2,1.0,1,100,0,93.0,No,within an hour,38.90775,-77.0437
Capitol Hill,Condominium,2,1.0,0,129,50,98.0,No,,38.88288,-77.0046
Columbia Heights,House,1,1.5,1,200,0,100.0,No,,38.93084,-77.03265
Shaw,Apartment,1,1.0,1,95,0,,No,,38.91227,-77.03041
Capitol Hill,Condominium,4,1.0,1,118,70,100.0,No,,38.88591,-76.99364
Brightwood Park,Townhouse,6,2.5,2,89,70,100.0,No,within a few hours,38.94016,-77.02275999999998
Brightwood Park,House,1,1.0,1,350,80,100.0,No,within a few hours,38.94003,-77.02195999999998
Edgewood,Townhouse,2,1.0,1,50,7,99.0,No,within a day,38.92215,-77.00319
Capitol Hill,House,6,3.5,3,299,80,,No,,38.88921,-76.98288000000002
Edgewood,Apartment,5,1.0,2,99,64,91.0,Yes,within an hour,38.91301,-77.01432
Capitol Hill,House,16,4.5,5,495,300,100.0,No,within an hour,38.88386,-77.00495
Union Station,Apartment,4,1.0,1,126,75,96.0,No,within an hour,38.8958,-76.9926
Shaw,Apartment,5,1.0,2,260,0,100.0,No,,38.90634,-77.03333
Union Station,House,2,1.5,1,125,35,98.0,Yes,within an hour,38.89984000000001,-76.9974
Dupont Circle,Apartment,4,1.0,0,145,48,98.0,Yes,within a few hours,38.91492,-77.04219
Union Station,Townhouse,2,1.0,1,77,25,96.0,Yes,within an hour,38.89758,-76.98739
Brightwood Park,House,2,1.5,1,60,50,99.0,Yes,within an hour,38.95827,-77.02109
Edgewood,Apartment,4,1.0,1,115,60,96.0,No,within an hour,38.90815,-77.01557
Capitol Hill,Apartment,3,1.0,1,104,55,96.0,No,,38.88974,-77.00081999999998
Columbia Heights,Apartment,2,1.0,1,105,55,95.0,No,within an hour,38.92976,-77.04257
Brightwood Park,Condominium,3,1.0,1,95,80,99.0,No,,38.93889,-77.02936
Dupont Circle,Apartment,3,1.0,1,100,25,100.0,No,,38.91443,-77.03962
Edgewood,Townhouse,6,1.0,2,199,55,97.0,Yes,within an hour,38.90724,-77.01485
Shaw,Apartment,4,1.0,1,120,45,97.0,Yes,within an hour,38.91246,-77.02076
Edgewood,Apartment,3,1.0,1,81,70,96.0,No,within an hour,38.91497,-77.0137
Brightwood Park,House,2,1.0,0,65,30,98.0,No,within an hour,38.94858,-77.02102
Kalorama Heights,Apartment,2,2.0,1,60,0,,No,,38.92121,-77.04118000000003
Brightwood Park,House,2,1.5,1,350,35,100.0,No,within a few hours,38.94215,-77.02223000000002
Brightwood Park,Apartment,2,1.0,1,350,30,100.0,No,within a few hours,38.94181,-77.02254
Dupont Circle,Apartment,3,1.0,1,200,0,,No,,38.9122,-77.04105
Capitol Hill,Apartment,3,1.0,0,125,75,95.0,Yes,within an hour,38.8894,-76.98619000000002
Edgewood,House,2,1.5,1,299,0,,No,,38.91678,-77.00565
Union Station,House,5,1.5,2,300,80,,No,,38.89604,-76.97617
Brightwood Park,Apartment,3,1.0,1,90,13,100.0,No,,38.94568,-77.02064
Columbia Heights,Apartment,2,1.0,1,45,0,95.0,No,,38.92776,-77.0266
Capitol Hill,House,7,2.5,4,189,150,98.0,Yes,within an hour,38.88228,-76.98561
Union Station,House,2,1.0,1,105,25,98.0,Yes,within an hour,38.89874,-76.99908
